Date,Open,High,Low,Close,Adj Close,Volume
2024-02-06,464.000000,467.119995,453.000000,454.720001,453.787476,21655200
2024-02-07,458.000000,471.519989,456.179993,469.589996,468.627014,23066000
2024-02-08,468.320007,470.589996,465.029999,470.000000,469.036163,18815100
2024-02-09,472.950012,473.589996,467.470001,468.109985,467.150024,18413100
2024-02-12,468.190002,479.149994,466.579987,468.899994,467.938416,19382000
2024-02-13,456.869995,467.890015,455.089996,460.119995,459.176422,20916600
2024-02-14,467.929993,474.109985,466.089996,473.279999,472.309448,16858400
2024-02-15,475.279999,488.619995,472.220001,484.029999,483.037384,24212300
2024-02-16,478.109985,478.959991,469.209991,473.320007,472.349335,23306500
2024-02-20,469.720001,476.179993,466.559998,471.750000,470.782562,18015500
2024-02-21,466.500000,469.000000,461.790009,468.029999,467.565765,12977100
2024-02-22,480.239990,489.989990,476.059998,486.130005,485.647827,21625800
2024-02-23,488.049988,494.359985,482.350006,484.029999,483.549896,18374300
2024-02-26,483.470001,486.140015,480.600006,481.739990,481.262177,12101400
2024-02-27,479.980011,487.269989,479.920013,487.049988,486.566895,10809600
2024-02-28,485.000000,491.049988,482.750000,484.019989,483.539886,12715500
2024-02-29,488.440002,491.700012,482.609985,490.130005,489.643860,17732000
2024-03-01,492.109985,504.250000,491.850006,502.299988,501.801758,16273600
2024-03-04,503.000000,504.420013,496.420013,498.190002,497.695862,12324100
2024-03-05,495.000000,495.579987,487.890015,490.220001,489.733765,15325300
2024-03-06,497.630005,502.970001,494.290009,496.089996,495.597931,11757900
2024-03-07,503.279999,519.849976,501.380005,512.190002,511.681976,18586400
2024-03-08,514.190002,523.570007,499.350006,505.950012,505.448181,18575200
2024-03-11,497.010010,497.320007,476.000000,483.589996,483.110321,20428300
2024-03-12,493.260010,502.309998,484.730011,499.750000,499.254303,15448200
2024-03-13,495.390015,500.980011,491.029999,495.570007,495.078461,12090700
2024-03-14,500.260010,501.350006,488.160004,491.829987,491.342163,12620000
2024-03-15,489.010010,491.829987,481.299988,484.100006,483.619843,29141700
2024-03-18,491.910004,497.420013,486.809998,496.980011,496.487061,11755300
2024-03-19,488.170013,496.630005,481.279999,496.239990,495.747772,10903100
2024-03-20,499.500000,508.200012,495.170013,505.519989,505.018585,11711100
2024-03-21,514.710022,515.039978,506.010010,507.760010,507.256378,9712500
2024-03-22,507.000000,509.970001,504.339996,509.579987,509.074554,8117000
2024-03-25,505.790009,507.220001,500.239990,503.019989,502.521057,8380600
2024-03-26,505.130005,510.000000,495.209991,495.890015,495.398163,11205400
2024-03-27,499.299988,499.890015,488.070007,493.859985,493.370148,9989700
2024-03-28,492.839996,492.890015,485.149994,485.579987,485.098358,15212800
2024-04-01,487.200012,497.429993,481.779999,491.350006,490.862640,9247000
2024-04-02,485.100006,497.529999,484.649994,497.369995,496.876678,11081000
2024-04-03,498.929993,507.239990,498.750000,506.739990,506.237366,12099200
2024-04-04,516.419983,530.000000,510.579987,510.920013,510.413239,26476300
2024-04-05,516.859985,530.700012,514.409973,527.340027,526.816956,19242000
2024-04-08,529.280029,531.489990,518.890015,519.250000,518.734985,13260600
2024-04-09,522.229980,525.869995,506.739990,516.900024,516.387329,10881400
2024-04-10,509.290009,522.559998,505.799988,519.830017,519.314392,11418500
2024-04-11,521.109985,523.859985,517.289978,523.159973,522.641052,10369500
2024-04-12,517.750000,520.190002,509.329987,511.899994,511.392242,11944900
2024-04-15,516.719971,518.530029,497.279999,500.230011,499.733856,13512900
2024-04-16,498.109985,504.769989,497.109985,499.760010,499.264313,9847900
2024-04-17,503.100006,503.160004,487.140015,494.170013,493.679871,12193700
2024-04-18,499.820007,512.210022,499.040009,501.799988,501.302277,14808700
2024-04-19,502.799988,502.799988,475.730011,481.070007,480.592834,25111000
2024-04-22,489.720001,492.010010,473.399994,481.730011,481.252197,17271100
2024-04-23,491.250000,498.760010,488.970001,496.100006,495.607941,15079200
2024-04-24,508.059998,510.000000,484.579987,493.500000,493.010498,37772700
2024-04-25,421.399994,445.769989,414.500000,441.380005,440.942200,82890700
2024-04-26,441.459991,446.440002,431.959991,443.290009,442.850311,32691400
2024-04-29,439.559998,439.760010,428.559998,432.619995,432.190887,21502600
2024-04-30,431.049988,439.619995,429.720001,430.170013,429.743347,18429500
2024-05-01,428.600006,449.959991,427.109985,439.190002,438.754364,20344900
2024-05-02,438.839996,443.959991,432.279999,441.679993,441.241913,15221300
2024-05-03,445.929993,454.170013,443.850006,451.959991,451.511688,16489100
2024-05-06,455.579987,466.160004,453.339996,465.679993,465.218079,15094600
2024-05-07,466.290009,471.529999,461.309998,468.239990,467.775543,13406800
2024-05-08,463.500000,475.579987,463.000000,472.600006,472.131256,11683900
2024-05-09,470.000000,476.079987,467.630005,475.420013,474.948456,9437700
2024-05-10,477.089996,477.500000,469.600006,476.200012,475.727692,10750000
2024-05-13,472.750000,473.350006,462.850006,468.010010,467.545807,14668800
2024-05-14,463.369995,472.540009,460.079987,471.850006,471.381989,10478600
2024-05-15,474.980011,482.500000,471.200012,481.540009,481.062378,13100500
2024-05-16,475.000000,477.690002,472.750000,473.230011,472.760620,16608200
2024-05-17,470.829987,472.799988,468.420013,471.910004,471.441925,10807300
2024-05-20,469.950012,473.200012,467.040009,468.839996,468.374969,11745100
2024-05-21,467.119995,470.700012,462.269989,464.630005,464.169159,11742200
2024-05-22,467.869995,473.720001,465.649994,467.779999,467.316010,10078600
2024-05-23,472.880005,474.359985,461.540009,465.779999,465.317993,11747900
2024-05-24,467.619995,479.850006,466.299988,478.220001,477.745667,12012300
2024-05-28,476.579987,480.859985,474.839996,479.920013,479.444000,10175800
2024-05-29,474.660004,479.850006,473.700012,474.359985,473.889465,9226200
2024-05-30,471.670013,471.730011,464.709991,467.049988,466.586731,10735200
2024-05-31,465.799988,469.119995,454.459991,466.829987,466.366943,16919800
2024-06-03,470.859985,479.600006,468.239990,477.489990,477.016388,11279400
2024-06-04,477.000000,478.890015,473.230011,476.989990,476.516876,7088700
2024-06-05,484.450012,496.649994,483.910004,495.059998,494.568970,15690500
2024-06-06,492.980011,502.820007,490.890015,493.760010,493.270264,10667300
2024-06-07,495.910004,498.910004,490.170013,492.959991,492.471039,9380700
2024-06-10,493.859985,502.660004,493.410004,502.600006,502.101501,11236900
2024-06-11,500.160004,507.600006,498.269989,507.470001,506.966644,9673700
2024-06-12,513.989990,514.010010,504.470001,508.839996,508.335297,11983200
2024-06-13,505.709991,509.359985,501.359985,504.100006,503.600006,9954600
2024-06-14,502.649994,507.149994,500.750000,504.160004,504.160004,10243300
2024-06-17,501.670013,510.750000,496.010010,506.630005,506.630005,11266600
2024-06-18,504.559998,506.000000,495.019989,499.489990,499.489990,13060400
2024-06-20,502.000000,503.670013,496.769989,501.700012,501.700012,11801200
2024-06-21,503.450012,503.450012,492.390015,494.779999,494.779999,23130700
2024-06-24,499.200012,507.799988,494.290009,498.910004,498.910004,13525300
2024-06-25,497.049988,510.709991,495.500000,510.600006,510.600006,12109800
2024-06-26,506.649994,513.809998,504.679993,513.119995,513.119995,8882300
2024-06-27,514.250000,522.880005,513.900024,519.559998,519.559998,10121200
2024-06-28,517.150024,521.880005,503.839996,504.220001,504.220001,15826700
2024-07-01,504.980011,506.579987,493.170013,504.679993,504.679993,10020168
